Course_Coursenum,Course_Coursetitle,Course_Instructor,Course_Day,Course_Time,Course_Location
EDEP 768C,"Sem in Ed Psy: Learning
(Motivation and Student Engagement)",K Ratliffe,T,0430-0700p,WIST 128
EE 160,"Programming for Engineers
Restriction: Major",C Manloloyo,TR,1200-0115p,CR 105
EE 160,"Programming for Engineers
Restriction: Major",C Manloloyo,TR,1200-0115p,CR 105
EE 160,"Programming for Engineers
Restriction: Major",C Manloloyo,TR,1200-0115p,CR 105
EE 160,"Programming for Engineers
Restriction: Major",C Manloloyo,TR,1200-0115p,CR 105
EE 211,"Basic Circuit Analysis I
Restriction: Major",Z Yun,MWF,1030-1120a,PHYSCI 217
EE 211,"Basic Circuit Analysis I
Restriction: Major",Z Yun,MWF,1030-1120a,PHYSCI 217
EE 211,"Basic Circuit Analysis I
Restriction: Major",Z Yun,MWF,1030-1120a,PHYSCI 217
EE 211,"Basic Circuit Analysis I
Restriction: Major",Z Yun,MWF,1030-1120a,PHYSCI 217
EE 213,"Basic Circuit Analysis II
Restriction: Major",S Fatemi,MWF,1130-1220p,WAT 112
EE 213,"Basic Circuit Analysis II
Restriction: Major",S Fatemi,MWF,1130-1220p,WAT 112
EE 260,"Introduction to Digital Design
Restriction: Major",T Dobry,MWF,0930-1020a,KUY 307
EE 260,"Introduction to Digital Design
Restriction: Major",T Dobry,MWF,0930-1020a,KUY 307
EE 260,"Introduction to Digital Design
Restriction: Major",T Dobry,MWF,0930-1020a,KUY 307
EE 315,"Signal and System Analysis
Restriction: Major",J Yee,MWF,1030-1120a,MSB 100
EE 324,"Physical Electronics
Restriction: Major",V Malhotra,MWF,0830-0920a,BIL 150
EE 326,"Microelectronic Circuits II
Restriction: Major",D Garmire,MWF,1230-0120p,WAT 420
EE 326L,"Microelectrnc Circuits II Lab
Restriction: Major",D Garmire,R,0900-1145a,HOLM 358
EE 326L,"Microelectrnc Circuits II Lab
Restriction: Major",D Garmire,R,0130-0415p,HOLM 358
EE 342,"EE Probability & Statistics
Restriction: Major",S Fatemi,MWF,0130-0220p,HOLM 247
EE 343,"Intro to Communication Systems
Restriction: Major",J Yee,MWF,0230-0320p,HOLM 211
EE 343L,"Communication Systems Lab
Restriction: Major",J Yee,T,0900-1145a,HOLM 386
EE 343L,"Communication Systems Lab
Restriction: Major",J Yee,T,0130-0415p,HOLM 386
EE 361,"Digital Sys & Computer Design
Restriction: Major",G Sasaki,MWF,0930-1020a,MSB 114
EE 361L,"Digital Sys & Computer Des Lab
Restriction: Major",G Sasaki,T,0900-1145a,HOLM 451
EE 361L,"Digital Sys & Computer Des Lab
Restriction: Major",G Sasaki,T,0130-0415p,HOLM 451
EE 361L,"Digital Sys & Computer Des Lab
Restriction: Major",G Sasaki,W,0430-0715p,HOLM 451
EE 361L,"Digital Sys & Computer Des Lab
Restriction: Major",G Sasaki,S,0900-1145a,HOLM 451
EE 362,Discrete Math for Engineers,G Sasaki,MWF,0330-0420p,HOLM 247
EE 371,"Engr Electromagnetics I
Restriction: Major",M Iskander,MWF,1130-1220p,HIG 110
EE 415,"Digital Signal Processing
Restriction: Major",Z Zhang,MWF,1030-1120a,POST 127
EE 435,Electric Power Systems,M Fripp,MWF,0130-0220p,POST 127
EE 468,"Intro to Operating Systems
Restriction: Major",G Sasaki,MWF,1230-0120p,HOLM 242
EE 470,Physical Optics,E Szarmes,MWF,0830-0920a,WAT 114
EE 473,"Microwave Engineering
Restriction: Major",W Shiroma,MW,0330-0445p,HOLM 243
EE 480,"Intro to Biomed & Clinic Engin
Restriction: Major",O Boric-Lubecke,MWF,0930-1020a,POST 127
EE 491F,"Spec Topics in EE: Comp Soft
Restriction: Major",D Carlson,TR,1200-0115p,WEB 101
EE 495,"Ethics in Elect Engr
Restriction: Major",V Lubecke,M,0130-0220p,POST 214
EE 602,"Algorithm I
Restriction: Major",Y Dong,MW,0130-0245p,HOLM 388
EE 617,"Linear and Convex Optimization
Restriction: Major",Y Xiao,MW,0300-0415p,HOLM 242
EE 618,"Dynamic Prog. & Stoch. Control
Restriction: Major",G Arslan,MW,1030-1145a,HOLM 388
EE 624,"Microsensors/Microactuators I
Restriction: Major",V Lubecke,MW,1030-1145a,HOLM 248
EE 640,"Applied Random Processes
Restriction: Major",N Santhanam,MW,1200-0115p,HOLM 388
EE 660,"Computer Architecture I
Restriction: Major",Y Zheng,MW,0300-0415p,KUY 304
EE 671,"Electromagnetic Thry & Appli
Restriction: Major",Z Yun,MW,0300-0415p,HOLM 388
EE 681,"Biosensors and Bioelectronics
Restriction: Major",O Boric-Lubecke,MW,1200-0115p,HOLM 248
EE 682,"Biomedical Microdevices
Restriction: Major",A Ohta,MW,0130-0245p,HOLM 242
ENGR 100,"Engineering Freshman Seminar
Restriction: Instructor Approval",K Ching,MWF,1130-1220p,POST 221
ENGR 100,"Engineering Freshman Seminar
Restriction: Instructor Approval",M Aala,TR,0130-0245p,POST 221
ENGR 101,"Introduction to Engineering
Restriction: Instructor Approval",J Nakatsu,WF,1130-1220p,KUY 210
ENGR 101,"Introduction to Engineering
Restriction: Instructor Approval",J Nakatsu,WF,1130-1220p,KUY 210
ENGR 493,"Field Experience
Restriction: Department Approval",T Dobry,TBA,TBA,TBA TBA
ENG 100,Composition I,T Cissell,MWF,0730-0820a,SAKAM C203
ENG 100,Composition I,M Weems,MWF,0730-0820a,SAKAM A102
ENG 100,Composition I,D Garcia,MWF,0730-0820a,SAKAM C201
ENG 100,Composition I,S Kaalele,MWF,0830-0920a,SAKAM A102
ENG 100,Composition I,T Cissell,MWF,0830-0920a,SAKAM C203
ENG 100,Composition I,M Weems,MWF,0830-0920a,KUY 304
ENG 100,Composition I,C Rubsamen,MWF,0830-0920a,KUY 303
ENG 100,Composition I,J Lee,MWF,0930-1020a,KUY 408
ENG 100,Composition I,N Kurashige,MWF,0930-1020a,KUY 308
ENG 100,Composition I,D Garcia,MWF,0930-1020a,KUY 304
ENG 100,Composition I,S Holmes,MWF,0930-1020a,KUY 309
ENG 100,Composition I,J Wieting,MWF,1030-1120a,SAKAM B308
ENG 100,Composition I,G Smoot,MWF,1030-1120a,SAKAM C201
ENG 100,Composition I,Q Vo,MWF,1030-1120a,KUY 408
ENG 100,Composition I,T Sammons,MWF,1130-1220p,KUY 409
ENG 100,Composition I,N Revilla,MWF,1130-1220p,KUY 308
ENG 100,Composition I,K Landgraf,MWF,1130-1220p,KUY 302
ENG 100,Composition I,I Yoshinaga,MWF,1130-1220p,KUY 309
ENG 100,Composition I,J Lee,MWF,1130-1220p,SAKAM C103
ENG 100,Composition I,S Holmes,MWF,1230-0120p,KUY 407
ENG 100,Composition I,R Hsu,MWF,1230-0120p,SAKAM B101
ENG 100,Composition I,A Bueno,MWF,1230-0120p,KUY 303
ENG 100,Composition I,W Souza,MWF,1230-0120p,KUY 302
ENG 100,Composition I,L Nishimura,MWF,1230-0120p,KUY 309
ENG 100,Composition I,M Pak,MWF,0130-0220p,KUY 304
ENG 100,Composition I,L Davey,MWF,0130-0220p,KUY 408
ENG 100,Composition I,N Revilla,MWF,0130-0220p,KUY 308
ENG 100,Composition I,K Landgraf,MWF,0130-0220p,KUY 309
ENG 100,Composition I,A Silliman,MWF,0230-0320p,KUY 308
ENG 100,Composition I,J Higa,MWF,0230-0320p,KUY 406
ENG 100,Composition I,A Ito-Fujita,TR,0730-0845a,SAKAM C203
ENG 100,Composition I,R Wright,TR,0730-0845a,SAKAM C201
ENG 100,Composition I,J Graham,TR,0900-1015a,KUY 313
ENG 100,Composition I,L Lys,TR,0900-1015a,HIG 311
ENG 100,Composition I,K Togafau,TR,0900-1015a,KUY 308
ENG 100,Composition I,C Ward,TR,0900-1015a,KUY 408
ENG 100,Composition I,A Christie,TR,1030-1145a,SAKAM B103
ENG 100,Composition I,J Gagnon,TR,1030-1145a,SAKAM C203
ENG 100,Composition I,C Ahia,TR,1030-1145a,KUY 309
ENG 100,Composition I,E Soto,TR,1200-0115p,SAKAM B308
ENG 100,Composition I,N Thompson,TR,1200-0115p,KUY 309
ENG 100,Composition I,J Gagnon,TR,1200-0115p,SAKAM B101
ENG 100,Composition I,L Kava,TR,0130-0245p,KUY 408
ENG 100,Composition I,B Brooks,TR,0130-0245p,KUY 406
ENG 100,Composition I,K Compoc,TR,0130-0245p,KUY 308
ENG 100,Composition I,S Gin,TBA,TBA,ONLINE TBA
ENG 100,Composition I,S Gin,TBA,TBA,ONLINE TBA
ENG 100A,"Composition I
Restriction: Honors Program Approval",K Garland,MWF,1030-1120a,SAKAM A104
ENG 100A,"Composition I
Restriction: Honors Program Approval",J Higa,MWF,0130-0220p,KUY 406
ENG 100A,"Composition I
Restriction: Honors Program Approval",B Brooks,TR,1030-1145a,KUY 407
ENG 190,Composition I for Transfers,J Graham,TR,1200-0115p,SAKAM C102
ENG 200,Composition II,C Rubsamen,MWF,0930-1020a,KUY 407
ENG 200,Composition II,M Pak,MWF,1130-1220p,KUY 303
ENG 200,Composition II,A Christie,TR,0130-0245p,KUY 407
ENG 270,"Intro to Lit: Literary History
(21st Century Literature)",D Higginbotham,MWF,0830-0920a,KUY 308
ENG 270,"Intro to Lit: Literary History
(The Queer 18th Century)",J Higa,MWF,1030-1120a,SAKAM D101
ENG 270,"Intro to Lit: Literary History
(Fantasy Literature)",H Tsai,MWF,0130-0220p,HOLM 211
ENG 270,"Intro to Lit: Literary History
(Monsters in British Literature)",K McAndrews,TR,0900-1015a,KUY 406
ENG 270,"Intro to Lit: Literary History
(Literature and Environment)",B Brooks,TR,1200-0115p,SAKAM C103
ENG 271,"Intro to Lit: Genre
(Science Fiction)",J Rieder,MWF,0930-1020a,KUY 302
ENG 271,"Intro to Lit: Genre
(Mysteries and Who Dunnits?)",R Hsu,MWF,1130-1220p,KUY 408
ENG 271,"Intro to Lit: Genre
(Suspense: Safety and Danger)",N Chandra,TR,0900-1015a,KUY 309
ENG 271,"Intro to Lit: Genre
(Poetry and Drama)",J Morse,TR,1200-0115p,KUY 406
ENG 272,"Intro to Lit: Culture & Lit
(Mele as Poetry)",S Hoomanawanui,TR,1030-1145a,SAKAM B101
ENG 272,"Intro to Lit: Culture & Lit
(Writing as Healing)",J Lazarus,TR,0130-0245p,SAKAM A103
ENG 273,"Intro to Lit: Creative Writing
(Lyric - Writing)",R Morales,TR,1030-1145a,KUY 302
ENG 273,Intro to Lit: Creative Writing,L Kava,TR,1200-0115p,KUY 304
ENG 273,Intro to Lit: Creative Writing,L Lys,TR,0130-0245p,SAKAM C102
ENG 303,"Modern English Grammar
Restriction: Instructor Approval",D Desser,TR,0130-0245p,SAKAM C203
ENG 306,Argumentative Writing I,S Holmes,MWF,0130-0220p,KUY 407
ENG 306,Argumentative Writing I,K Compoc,TR,0900-1015a,HOLM 242
ENG 307,"Rhetoric, Comp, & Computers",D Payne,T,0230-0500p,SAKAM C201
ENG 311,"Autobiographical Writing
Restriction: Instructor Approval",D Desser,TR,1200-0115p,SAKAM C203
ENG 313,"Types of Creative Writing
(Drama and Fiction)",G Pak,MWF,0830-0920a,HOLM 241
ENG 313,"Types of Creative Writing
(Poetry and Creative Non-Fiction)",N Revilla,MWF,1030-1120a,KUY 303
ENG 313,"Types of Creative Writing
(Poetry as a Thinking Technology)",J Wieting,MWF,1230-0120p,SAKAM B211
ENG 313,Types of Creative Writing,E Kihleng,TR,0900-1015a,SAKAM B102
ENG 313,"Types of Creative Writing
(Drama, Poetry, and Community)",A Yamashiro,TR,1200-0115p,SAKAM C201
ENG 313,Types of Creative Writing,E Soto,TR,0130-0245p,MIL 2
ENG 320,"Intro to English Studies
Restriction: Major",P Lyons,MWF,0830-0920a,KUY 406
ENG 320,"Intro to English Studies
Restriction: Major",C Fujikane,MWF,1030-1120a,KUY 302
ENG 320,"Intro to English Studies
Restriction: Major",C Ward,TR,1030-1145a,KUY 408
ENG 330,Medieval Literature,D Higginbotham,MWF,0930-1020a,KUY 409
ENG 333,19th-C Lit in English (not Am),A Feuerstein,TR,0900-1015a,KUY 407
ENG 337,Am Lit Mid-19th to Mid-20th C,J Caron,MWF,1130-1220p,HOLM 242
ENG 338,American Lit Since Mid-20th C,S Ryan,TR,1200-0115p,KUY 308
ENG 360,Prose Fiction,N Chandra,TR,1030-1145a,KUY 308
ENG 363,Film,G Man,TR,1200-0115p,KUY 210
ENG 369,The Novel,J Caron,MWF,0930-1020a,HOLM 243
ENG 370,Literatures of Hawai'i,C Fujikane,MWF,1230-0120p,KUY 306
ENG 371,Literature of the Pacific,P Lyons,MWF,1130-1220p,KUY 406
ENG 373,African American Literature,J Taylor,MWF,1030-1120a,SAKAM B101
ENG 376,Philpn Lit/Folklore in Transla,D Sana,M,0300-0530p,WEB 113
ENG 383,Children's Literature,C Lesuma,TR,0130-0245p,HOLM 247
ENG 408,Professional Editing,K Garland,F,0230-0500p,SAKAM C102
ENG 413,Form and Theory of Fiction,G Pak,MW,1130-1245p,SAKAM B301
ENG 420,Studies: Literature & Culture,J Zuern,TBA,TBA,ONLINE TBA
ENG 445,William Shakespeare,R Dasenbrock,TR,0130-0245p,SAKAM B102
ENG 447,John Milton,T Sammons,MWF,1030-1120a,KUY 305
ENG 461,"Studies: Poetry
(Poetry's Forms)",J Morse,TR,1030-1145a,KUY 406
ENG 480,"Studies: Literature & Folklore
(Art, Culture and Cuisine)",K McAndrews,TR,1200-0115p,KUY 409
ENG 482,"Studies: Lit & Sexlty & Gender
(Representations of Romance)
Restriction: Instructor Approval",C Franklin,TR,0130-0245p,KUY 305
ENG 495,"Internship
Restriction: Instructor Approval",J Zuern,TBA,TBA,TBA TBA
ENG 605,Theory/Prac of Tchg Compositn,S Allen,M,0630-0900p,SAKAM C101
ENG 613B,"Grad Writing Workshop: Poetry
Restriction: Department Approval",S Schultz,W,0330-0600p,KUY 406
ENG 625B,Theories & Methds of Lit Study,J Taylor,M,0330-0600p,SAKAM C101
ENG 625C,Intr to Composition & Rhetoric,G Nordstrom,T,0630-0900p,SAKAM C101
ENG 625D,"Foundatns of Creative Writing
Restriction: Department Approval",S Ryan,R,0630-0900p,SAKAM C101
ENG 625E,Theories in Cultural Studies,C Bacchilega,W,0630-0900p,SAKAM C101
ENG 716B,"Techniques in Fiction
(Noir and Contemporary Society)",R Morales,T,0330-0600p,SAKAM C103
ENG 760O,"Victorian Novel
(The Politics of the Victorian Novel)",A Feuerstein,W,0330-0600p,SAKAM C101
ENG 763,"Sem in Film Theory & Criticism
(Contemporary Film Theory and Criticism)",G Man,F,0330-0600p,KUY 406
ENG 773,"Seminar in Hawaiian Literature
(Ka Piko Palapala Hawai`i)",S Hoomanawanui,T,0330-0600p,SAKAM C101
ENG 775,"Seminar in Cultural Studies
(Queer Studies: Questions of Race, Class, Nation and Genre)",C Franklin,T,0630-0900p,SAKAM C103
ESL 100,Composition I 2nd Lang Writers,U Le,MW,0900-1015a,MOORE 204
ESL 100,Composition I 2nd Lang Writers,R Reinagel,MW,1200-0115p,SAKAM A103
ESL 100,Composition I 2nd Lang Writers,A Marquardt,TR,1030-1145a,MOORE 228
ELI 070,Int Academic Listen. & Speak.,M Diez Ortega,MW,0930-1045a,MOORE 224
ELI 070,Int Academic Listen. & Speak.,M Diez Ortega,TR,1030-1145a,SAKAM A101
ELI 072,Intermediate Academic Reading,A Marquardt,MW,1200-0115p,DEAN 104
ELI 073,Intermediate Academic Writing,T Lewis,MW,0900-1015a,MOORE 152
